SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,UNNAMED: 13
20MICRONS,EQ,33.45,33.45,32.1,32.25,32.4,32.5,59235,1925546.75,03-JUL-2020,623,INE144J01027,
21STCENMGM,EQ,10.85,11.25,10.85,11.25,11.25,11.05,3211,35275.9,03-JUL-2020,18,INE253B01015,
3IINFOTECH,EQ,2.75,2.8,2.6,2.6,2.6,2.7,9016486,23841173.2,03-JUL-2020,3258,INE748C01020,
3MINDIA,EQ,18828.0,18990.0,18350.0,18440.4,18400.0,18647.1,3354,62284152.1,03-JUL-2020,1441,INE470A01017,
5PAISA,EQ,231.85,237.0,226.95,233.0,229.0,230.8,10333,2397944.85,03-JUL-2020,536,INE618L01018,
63MOONS,BE,75.65,76.0,73.0,73.35,73.25,75.15,20609,1530574.05,03-JUL-2020,272,INE111B01023,
A2ZINFRA,EQ,5.6,5.8,5.35,5.4,5.5,5.6,331405,1826961.75,03-JUL-2020,606,INE619I01012,
AARTIDRUGS,EQ,1264.0,1292.0,1241.5,1277.35,1285.0,1259.1,51310,65022886.3,03-JUL-2020,3251,INE767A01016,
AARTIIND,EQ,930.0,935.0,924.05,926.4,930.0,927.45,159579,148216689.1,03-JUL-2020,6646,INE769A01020,
AARVEEDEN,BE,11.8,11.8,11.1,11.25,11.2,11.5,6198,71235.1,03-JUL-2020,41,INE273D01019,
AARVI,EQ,34.5,34.5,34.5,34.5,34.5,32.9,380,13110.0,03-JUL-2020,4,INE754X01016,
AAVAS,EQ,1324.9,1364.9,1310.1,1343.9,1342.05,1304.4,25764,34568236.5,03-JUL-2020,3410,INE216P01012,
ABAN,EQ,28.6,28.6,28.6,28.6,28.6,30.1,37480,1071928.0,03-JUL-2020,283,INE421A01028,
ABB,EQ,965.0,988.0,940.0,979.5,977.35,963.4,320566,309604862.25,03-JUL-2020,12155,INE117A01022,
ABBOTINDIA,EQ,15790.0,15884.0,15593.0,15657.45,15694.0,15798.7,9165,144474392.85,03-JUL-2020,3191,INE358A01014,
ABCAPITAL,EQ,67.85,68.0,65.1,65.6,65.6,67.45,3029402,201354884.05,03-JUL-2020,12425,INE674K01013,
ABFRL,EQ,123.0,123.75,120.0,120.6,120.55,122.75,1252747,152836191.8,03-JUL-2020,23031,INE647O01011,
ABSLBANETF,EQ,216.15,227.19,216.15,224.0,224.0,220.76,90,19992.61,03-JUL-2020,10,INF209KB1O58,
ABSLNN50ET,EQ,257.85,266.85,257.2,265.77,266.85,266.87,242,63576.22,03-JUL-2020,14,INF209KB1B87,
ACC,EQ,1330.0,1337.55,1306.0,1314.95,1315.0,1328.85,1019896,1342784590.15,03-JUL-2020,36666,INE012A01025,
ACCELYA,EQ,934.9,942.0,925.4,935.3,936.75,928.85,35850,33479563.25,03-JUL-2020,2571,INE793A01012,
ACE,EQ,59.15,63.35,58.0,62.9,63.2,58.8,1418813,87074039.15,03-JUL-2020,9712,INE731H01025,
ADANIENT,EQ,160.0,163.85,157.4,160.0,159.5,158.2,4481658,723476639.05,03-JUL-2020,28472,INE423A01024,
ADANIGAS,EQ,164.35,166.55,160.15,161.35,160.8,163.85,1675589,272086310.0,03-JUL-2020,15227,INE399L01023,
ADANIGREEN,EQ,375.8,375.8,375.8,375.8,375.8,357.95,127962,48088119.6,03-JUL-2020,2123,INE364U01010,
ADANIPORTS,EQ,350.2,366.8,348.65,360.4,361.1,346.8,9300948,3366073077.75,03-JUL-2020,118487,INE742F01042,
ADANIPOWER,EQ,35.9,36.1,35.8,35.9,35.8,35.8,2643230,94923555.55,03-JUL-2020,6603,INE814H01011,
ADANITRANS,EQ,268.0,268.45,259.0,261.5,261.0,265.55,247878,65311093.15,03-JUL-2020,3562,INE931S01010,
ADFFOODS,EQ,298.9,298.9,294.0,294.95,295.0,296.4,10377,3067390.45,03-JUL-2020,449,INE982B01019,
ADHUNIKIND,BE,20.8,20.8,20.8,20.8,20.8,21.85,29953,623022.4,03-JUL-2020,205,INE452L01012,
ADORWELD,EQ,277.0,297.0,276.0,283.25,281.2,272.65,685799,196510324.75,03-JUL-2020,12514,INE045A01017,
ADROITINFO,EQ,7.95,7.95,7.4,7.6,7.7,7.75,19081,145634.3,03-JUL-2020,156,INE737B01033,
ADSL,EQ,17.45,17.45,16.5,16.8,16.75,17.1,16476,277023.0,03-JUL-2020,167,INE102I01027,
ADVANIHOTR,EQ,45.8,46.0,43.8,44.05,44.0,45.35,5552,248164.65,03-JUL-2020,178,INE199C01026,
ADVENZYMES,EQ,172.8,175.0,170.7,171.15,170.7,171.7,52113,8998359.6,03-JUL-2020,1604,INE837H01020,
AEGISCHEM,EQ,172.05,176.3,171.3,173.15,173.0,171.1,732274,126986206.05,03-JUL-2020,11885,INE208C01025,
AFFLE,EQ,1510.0,1524.3,1502.05,1524.3,1524.3,1451.75,48055,73015322.15,03-JUL-2020,3017,INE00WC01019,
AGARIND,EQ,77.95,77.95,71.2,74.8,75.4,76.85,36809,2755959.75,03-JUL-2020,1177,INE204E01012,
AGCNET,EQ,310.95,316.2,297.3,312.15,316.2,311.9,7061,2156777.8,03-JUL-2020,239,INE676A01019,
AGRITECH,BE,33.5,35.0,33.0,33.35,33.0,34.7,10743,360410.4,03-JUL-2020,79,INE449G01018,
AGROPHOS,EQ,15.75,16.9,15.6,15.6,15.6,16.4,131883,2092713.8,03-JUL-2020,524,INE740V01019,
AHLEAST,EQ,137.7,139.4,137.0,137.1,137.1,139.5,446,61229.7,03-JUL-2020,52,INE926K01017,
AHLUCONT,EQ,209.75,211.8,207.75,210.15,210.1,209.75,7636,1600551.15,03-JUL-2020,395,INE758C01029,
AHLWEST,EQ,261.9,265.1,254.6,265.1,265.1,252.5,1574,412556.2,03-JUL-2020,80,INE915K01010,
AIAENG,EQ,1648.0,1648.0,1598.5,1608.6,1600.0,1640.8,15467,25138533.8,03-JUL-2020,1672,INE212H01026,
AIONJSW,EQ,14.35,14.35,13.8,13.9,13.8,14.15,107049,1492742.4,03-JUL-2020,239,INE743C01021,
AIRAN,BE,12.2,12.75,11.85,12.6,12.5,12.3,43399,546160.25,03-JUL-2020,152,INE645W01026,
AJANTPHARM,EQ,1435.6,1435.6,1408.0,1409.95,1409.5,1428.95,108962,154419274.3,03-JUL-2020,8693,INE031B01049,
