SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,UNNAMED: 13
20MICRONS,EQ,31.45,31.5,30.5,30.55,30.6,31.1,40117,1232445.45,22-JUL-2020,455,INE144J01027,
21STCENMGM,EQ,10.75,10.95,10.55,10.7,10.95,10.75,1392,14785.7,22-JUL-2020,23,INE253B01015,
3IINFOTECH,EQ,2.6,2.65,2.55,2.6,2.65,2.6,2665396,6931378.65,22-JUL-2020,2019,INE748C01020,
3MINDIA,EQ,21550.0,21600.0,21160.0,21242.85,21248.8,21503.9,1686,35850460.2,22-JUL-2020,761,INE470A01017,
3PLAND,EQ,8.1,8.1,8.1,8.1,8.1,7.75,1,8.1,22-JUL-2020,1,INE105C01023,
5PAISA,EQ,390.0,403.35,373.15,403.35,403.35,384.15,83115,32535584.1,22-JUL-2020,2437,INE618L01018,
63MOONS,BE,73.5,74.5,72.0,72.45,72.55,73.4,14804,1084638.45,22-JUL-2020,174,INE111B01023,
A2ZINFRA,EQ,4.3,4.5,4.2,4.5,4.5,4.3,372637,1635994.25,22-JUL-2020,288,INE619I01012,
AARTIDRUGS,EQ,1444.0,1491.35,1440.0,1471.45,1471.5,1439.05,48675,71581528.9,22-JUL-2020,3443,INE767A01016,
AARTIIND,EQ,905.0,906.85,893.5,904.15,904.0,897.85,170924,153994133.05,22-JUL-2020,11521,INE769A01020,
AARTISURF,BE,352.1,352.1,352.1,352.1,352.1,370.6,1263,444702.3,22-JUL-2020,61,INE09EO01013,
AARVEEDEN,BE,10.3,10.95,10.3,10.55,10.5,10.65,3171,33620.0,22-JUL-2020,19,INE273D01019,
AARVI,EQ,32.9,32.95,32.75,32.95,32.95,31.4,1265,41547.5,22-JUL-2020,6,INE754X01016,
AAVAS,EQ,1313.2,1313.2,1271.9,1285.1,1275.0,1300.3,27092,34791353.7,22-JUL-2020,2727,INE216P01012,
ABAN,EQ,25.8,26.45,25.55,25.75,25.9,25.8,39419,1025349.4,22-JUL-2020,420,INE421A01028,
ABB,EQ,910.0,930.0,902.0,925.65,926.25,906.85,145317,133537990.9,22-JUL-2020,6929,INE117A01022,
ABBOTINDIA,EQ,15051.0,15199.0,14900.0,14937.45,15029.0,15014.8,13733,206408490.9,22-JUL-2020,4537,INE358A01014,
ABCAPITAL,EQ,60.25,60.85,58.6,59.2,59.3,60.45,2032106,121447756.0,22-JUL-2020,9868,INE674K01013,
ABFRL,EQ,113.2,123.2,112.1,120.3,120.5,112.4,5595280,670859968.45,22-JUL-2020,36560,INE647O01011,
ABSLBANETF,EQ,222.75,225.5,220.0,224.92,225.0,221.26,356,79084.45,22-JUL-2020,23,INF209KB1O58,
ABSLNN50ET,EQ,261.09,269.9,258.73,269.89,269.89,261.08,23,6126.05,22-JUL-2020,14,INF209KB1B87,
ACC,EQ,1388.0,1389.3,1361.0,1372.3,1372.15,1379.25,1133996,1553884119.15,22-JUL-2020,39260,INE012A01025,
ACCELYA,EQ,1009.9,1014.4,966.0,972.35,978.7,990.7,49299,48322531.95,22-JUL-2020,4171,INE793A01012,
ACE,EQ,59.65,59.85,57.85,58.45,58.75,59.5,183575,10783225.5,22-JUL-2020,3199,INE731H01025,
ADANIENT,EQ,167.0,172.0,162.0,169.4,168.85,167.3,4611051,776011551.8,22-JUL-2020,27731,INE423A01024,
ADANIGAS,EQ,152.5,155.0,148.5,150.5,150.3,151.35,1442819,218457657.75,22-JUL-2020,12683,INE399L01023,
ADANIGREEN,EQ,345.0,346.95,332.55,336.0,337.4,347.35,536991,181756988.85,22-JUL-2020,15484,INE364U01010,
ADANIPORTS,EQ,316.2,318.65,309.1,312.0,312.4,314.7,3068805,964441839.8,22-JUL-2020,51867,INE742F01042,
ADANIPOWER,EQ,35.05,35.5,34.85,35.05,35.05,35.25,3257659,114619263.75,22-JUL-2020,8466,INE814H01011,
